TripID,TripDate,State,RouteName,VehicleType,Ridership
TRIP-31856,2025-02-25,New York,Route 5,Volt,52
TRIP-26456,2025-05-24,California,Route 1,Standard,13
TRIP-24210,2025-02-28,California,Route 1,Mini,27
TRIP-17843,2024-11-09,California,Route 2,HellCat,75
TRIP-22640,2023-08-13,Maryland,Route 8,Standard,30
TRIP-24052,2024-05-30,Maryland,Route 8,HellCat,62
TRIP-23031,2022-03-26,California,Route 1,HellCat,56
TRIP-34574,2025-10-13,New York,Route 6,HellCat,44
TRIP-31485,2024-10-25,California,Route 1,HellCat,103
TRIP-16764,2022-09-26,Florida,Route 7,Mini,24
TRIP-20793,2025-09-27,California,Route 2,Standard,28
TRIP-11125,2024-05-30,California,Route 1,Standard,23
TRIP-27625,2024-02-09,Texas,Route 4,Mini,18
TRIP-34675,2022-02-25,Colorado,Route 9,Mini,21
TRIP-28733,2023-08-11,New York,Route 6,Standard,23
TRIP-21543,2025-06-11,Texas,Route 3,Standard,49
TRIP-14358,2022-02-18,Texas,Route 3,Mini,6
TRIP-24114,2024-10-15,New York,Route 6,Mini,19
TRIP-27727,2022-04-12,Texas,Route 3,Mini,10
TRIP-34982,2022-07-09,Colorado,Route 9,Mini,14
TRIP-31400,2023-09-24,Florida,Route 7,Mini,11
TRIP-17421,2023-05-04,New York,Route 6,HellCat,57
TRIP-16652,2022-04-22,Texas,Route 3,Mini,23
TRIP-27484,2023-09-25,Florida,Route 7,Mini,12
TRIP-19160,2022-07-10,California,Route 1,HellCat,64
TRIP-17622,2024-01-30,Colorado,Route 9,HellCat,57
TRIP-10987,2023-01-18,Florida,Route 7,Mini,13
TRIP-26014,2025-08-23,Colorado,Route 9,Mini,13
TRIP-12852,2022-04-29,New York,Route 5,Standard,45
TRIP-21695,2023-05-31,California,Route 1,Standard,45
TRIP-18853,2022-01-21,Texas,Route 3,Mini,30
TRIP-26336,2023-02-04,Maryland,Route 8,Standard,37
TRIP-24996,2025-12-12,California,Route 1,Standard,53
TRIP-27014,2024-02-08,Florida,Route 7,Volt,38
TRIP-27633,2023-09-10,New York,Route 5,Standard,13
TRIP-29563,2023-03-28,California,Route 2,Mini,35
TRIP-26866,2025-01-14,New York,Route 5,Volt,74
TRIP-19654,2023-11-03,Texas,Route 3,HellCat,48
TRIP-13040,2022-01-04,Colorado,Route 9,Volt,32
TRIP-26035,2024-01-09,California,Route 1,Standard,70
TRIP-15010,2022-07-08,Colorado,Route 9,Mini,19
TRIP-33396,2024-09-19,New York,Route 5,Volt,60
TRIP-13273,2023-03-23,Colorado,Route 9,Standard,45
TRIP-17227,2024-08-25,New York,Route 6,HellCat,26
TRIP-13683,2022-04-14,Texas,Route 3,Mini,14
TRIP-16807,2022-05-04,California,Route 1,Standard,30
TRIP-22337,2022-01-28,Maryland,Route 8,Mini,30
TRIP-32083,2024-11-05,California,Route 1,Mini,22
TRIP-11316,2023-11-12,Texas,Route 3,Mini,20
TRIP-13225,2024-12-06,Florida,Route 7,Mini,14
TRIP-27456,2024-09-08,Texas,Route 4,Standard,22
TRIP-31199,2024-12-07,Colorado,Route 9,Mini,8
TRIP-33017,2023-05-23,New York,Route 5,Mini,28
TRIP-19852,2023-08-26,Texas,Route 4,Standard,0
TRIP-15752,2025-06-24,Florida,Route 7,Mini,18
TRIP-20617,2022-01-09,California,Route 1,Standard,32
TRIP-26393,2025-04-03,Texas,Route 3,Volt,39
TRIP-14616,2023-05-30,New York,Route 6,HellCat,61
TRIP-29481,2024-02-20,California,Route 1,Mini,35
TRIP-34305,2023-12-16,Texas,Route 3,HellCat,47
TRIP-11300,2023-03-22,New York,Route 5,Standard,66
TRIP-25222,2022-10-19,California,Route 1,HellCat,60
TRIP-32668,2023-07-20,Texas,Route 4,Volt,37
TRIP-34364,2025-02-28,Florida,Route 7,Mini,11
TRIP-23673,2024-01-07,Texas,Route 3,Mini,20
TRIP-19900,2022-05-24,Florida,Route 7,Mini,17
TRIP-15495,2025-05-24,California,Route 2,Standard,11
TRIP-31675,2023-04-05,Texas,Route 3,Mini,19
TRIP-19600,2022-05-24,New York,Route 5,Standard,43
TRIP-11798,2022-09-28,California,Route 1,Standard,62
TRIP-22149,2025-11-24,Maryland,Route 8,Volt,26
TRIP-19667,2023-10-05,New York,Route 6,HellCat,27
TRIP-31587,2025-09-01,Maryland,Route 8,HellCat,74
TRIP-31431,2025-12-13,Colorado,Route 9,Mini,9
TRIP-16441,2023-03-29,Florida,Route 7,Mini,23
TRIP-18636,2024-08-26,New York,Route 5,Standard,54
TRIP-25600,2023-12-11,California,Route 1,Mini,11
TRIP-28743,2025-12-07,California,Route 1,Standard,32
TRIP-13654,2024-06-23,New York,Route 5,Standard,37
TRIP-17052,2024-12-07,Colorado,Route 9,HellCat,55
TRIP-25945,2024-06-11,New York,Route 6,HellCat,64
TRIP-21371,2022-03-10,Texas,Route 3,Standard,28
TRIP-25710,2022-03-17,California,Route 1,Standard,27
TRIP-11286,2023-12-31,Colorado,Route 9,Standard,63
TRIP-29914,2023-04-04,California,Route 1,Standard,61
TRIP-30829,2022-03-04,Florida,Route 7,HellCat,91
TRIP-12137,2023-12-16,Texas,Route 4,Mini,16
TRIP-20828,2025-11-23,Florida,Route 7,Mini,1
TRIP-22208,2022-04-17,New York,Route 5,Volt,34
TRIP-22289,2022-07-20,New York,Route 5,HellCat,81
TRIP-19873,2024-08-24,Florida,Route 7,Standard,30
TRIP-31923,2022-04-11,Texas,Route 3,Mini,28
TRIP-26489,2025-05-21,California,Route 1,Standard,35
TRIP-23467,2023-11-12,Texas,Route 3,Mini,13
TRIP-16894,2024-02-29,Texas,Route 3,Volt,34
TRIP-19884,2025-11-06,Maryland,Route 8,Standard,63
TRIP-13610,2024-02-29,California,Route 1,HellCat,83
TRIP-17151,2025-02-08,Texas,Route 4,Mini,6
TRIP-27347,2025-11-01,Florida,Route 7,Volt,21
TRIP-16012,2023-07-03,New York,Route 6,Volt,80
TRIP-23645,2023-01-01,New York,Route 5,Standard,39
TRIP-24113,2023-01-07,California,Route 2,Standard,12
TRIP-14882,2024-06-24,New York,Route 5,Volt,67
TRIP-26524,2024-04-27,Texas,Route 3,Mini,12
TRIP-23076,2024-11-18,Texas,Route 3,HellCat,22
TRIP-22611,2023-10-10,New York,Route 5,Standard,32
TRIP-22046,2024-06-10,New York,Route 5,Standard,43
TRIP-14146,2022-09-09,California,Route 2,Mini,21
TRIP-18906,2023-06-24,New York,Route 5,HellCat,27
TRIP-16542,2024-02-25,California,Route 1,Standard,25
TRIP-31627,2023-04-28,Colorado,Route 9,Mini,18
TRIP-14431,2022-07-27,Maryland,Route 8,Standard,41
TRIP-32887,2024-07-11,New York,Route 5,Mini,23
TRIP-10406,2023-07-07,California,Route 2,Mini,34
TRIP-32902,2023-08-11,California,Route 1,Volt,76
TRIP-23178,2022-11-30,California,Route 1,Standard,68
TRIP-26173,2024-06-12,Florida,Route 7,Standard,28
TRIP-31829,2025-02-04,California,Route 2,Standard,64
TRIP-18234,2025-08-18,Texas,Route 3,Mini,21
TRIP-21022,2023-12-26,California,Route 2,Standard,35
TRIP-24051,2022-12-12,Maryland,Route 8,HellCat,30
TRIP-21563,2022-11-20,Colorado,Route 9,HellCat,29
TRIP-21556,2023-11-02,California,Route 2,Mini,31
TRIP-30783,2023-07-17,California,Route 2,HellCat,60
TRIP-26353,2023-11-18,California,Route 1,Volt,16
TRIP-31636,2022-09-29,Texas,Route 3,Standard,51
TRIP-10011,2023-04-27,Maryland,Route 8,Mini,26
TRIP-14760,2024-02-13,New York,Route 5,HellCat,54
TRIP-11177,2022-04-16,Maryland,Route 8,Standard,20
TRIP-20693,2024-01-04,New York,Route 5,HellCat,103
TRIP-12863,2022-09-30,Texas,Route 4,HellCat,76
TRIP-16471,2022-12-05,Texas,Route 3,Standard,47
TRIP-32612,2022-03-02,New York,Route 6,Volt,60
TRIP-19218,2023-12-22,Colorado,Route 9,Mini,23
TRIP-22040,2022-04-15,New York,Route 5,HellCat,39
TRIP-12989,2024-10-20,New York,Route 5,Mini,8
TRIP-21207,2022-03-27,Florida,Route 7,Standard,32
TRIP-17010,2025-03-10,Texas,Route 4,Volt,52
TRIP-21530,2023-04-06,California,Route 2,Mini,25
TRIP-24437,2024-02-18,Colorado,Route 9,Mini,0
TRIP-32443,2022-06-21,California,Route 1,Standard,21
TRIP-18927,2022-10-04,Colorado,Route 9,Standard,49
TRIP-22592,2024-09-07,Colorado,Route 9,Mini,13
TRIP-27824,2024-08-21,New York,Route 6,Standard,36
TRIP-34687,2023-04-04,California,Route 1,HellCat,64
TRIP-12875,2025-06-01,California,Route 1,HellCat,0
TRIP-22178,2024-09-29,California,Route 1,HellCat,48
TRIP-19108,2024-12-25,Texas,Route 3,Mini,17
TRIP-12190,2025-10-09,California,Route 2,Standard,45
TRIP-33474,2024-11-13,Texas,Route 3,HellCat,70
TRIP-13726,2025-05-13,Texas,Route 3,Mini,12
TRIP-29156,2024-06-02,California,Route 2,Volt,27
TRIP-26838,2022-03-15,Texas,Route 3,Standard,30
TRIP-19013,2023-10-11,Texas,Route 3,Standard,41
TRIP-18189,2022-09-16,New York,Route 5,HellCat,50
TRIP-11367,2023-06-30,New York,Route 6,HellCat,49
TRIP-13712,2023-10-05,Florida,Route 7,Mini,21
TRIP-15450,2022-04-11,Texas,Route 4,Mini,17
TRIP-27772,2024-10-09,Colorado,Route 9,Standard,52
TRIP-25638,2022-11-27,New York,Route 5,Volt,21
TRIP-11000,2024-03-19,Florida,Route 7,HellCat,83
TRIP-17761,2022-04-28,Texas,Route 4,Mini,21
TRIP-13553,2025-04-01,California,Route 1,HellCat,57
TRIP-14114,2023-09-21,Florida,Route 7,Standard,36
TRIP-11667,2024-02-14,Texas,Route 3,Mini,15
TRIP-13173,2022-01-02,Florida,Route 7,Volt,48
TRIP-25740,2023-07-12,Colorado,Route 9,Standard,25
TRIP-34262,2022-01-01,Maryland,Route 8,Standard,0
TRIP-10488,2025-05-03,New York,Route 6,Standard,37
TRIP-29614,2022-12-02,California,Route 1,HellCat,60
TRIP-30212,2024-03-18,Texas,Route 3,Mini,18
TRIP-33291,2024-07-02,Florida,Route 7,Mini,15
TRIP-22975,2022-04-25,Maryland,Route 8,Standard,40
TRIP-31592,2024-04-13,California,Route 1,Standard,17
TRIP-17848,2024-09-04,Texas,Route 4,Standard,42
TRIP-15704,2025-01-20,California,Route 1,Standard,52
TRIP-34557,2022-12-19,Colorado,Route 9,Volt,64
TRIP-18133,2022-04-28,Texas,Route 4,Standard,31
TRIP-27087,2023-02-10,New York,Route 6,Volt,78
TRIP-15105,2022-09-18,Colorado,Route 9,Standard,20
TRIP-33595,2025-02-12,Maryland,Route 8,Volt,47
TRIP-13291,2023-12-01,Texas,Route 4,Standard,27
TRIP-18125,2025-08-13,Colorado,Route 9,Standard,43
TRIP-21865,2024-04-02,Maryland,Route 8,Mini,20
TRIP-23380,2024-05-18,Texas,Route 4,Mini,12
TRIP-19519,2024-03-03,Texas,Route 4,Standard,32
TRIP-34545,2024-05-29,New York,Route 5,Mini,19
TRIP-23965,2024-03-21,Florida,Route 7,Standard,31
TRIP-24287,2024-11-12,Maryland,Route 8,Mini,21
TRIP-23598,2025-08-19,New York,Route 6,HellCat,94
TRIP-33766,2024-07-15,New York,Route 6,Volt,70
TRIP-31293,2023-02-07,Texas,Route 3,Volt,39
TRIP-14440,2023-11-11,Florida,Route 7,Standard,29
TRIP-20055,2022-03-03,Colorado,Route 9,Standard,44
TRIP-27370,2025-05-01,Texas,Route 4,Standard,25
TRIP-34389,2023-08-14,New York,Route 5,Standard,44
TRIP-34054,2022-11-26,Texas,Route 4,Standard,30
TRIP-34250,2022-07-26,Texas,Route 3,HellCat,48
TRIP-25504,2022-11-09,California,Route 2,HellCat,74
TRIP-32641,2022-03-21,Florida,Route 7,Standard,49
TRIP-32473,2025-08-12,New York,Route 5,Volt,85
TRIP-25577,2022-06-26,Maryland,Route 8,Standard,17
TRIP-15238,2025-12-04,Florida,Route 7,Mini,18
TRIP-24646,2025-09-15,New York,Route 5,Standard,47
TRIP-25552,2024-03-06,Maryland,Route 8,Mini,22
TRIP-27582,2025-08-08,Texas,Route 3,Mini,20
TRIP-22373,2025-01-15,Colorado,Route 9,Standard,48
TRIP-33838,2025-01-30,New York,Route 5,HellCat,76
TRIP-23669,2022-07-27,Colorado,Route 9,HellCat,46
TRIP-17519,2022-05-05,New York,Route 6,Standard,41
TRIP-19991,2025-10-11,New York,Route 5,Volt,35
TRIP-19206,2024-11-18,Florida,Route 7,Volt,33
TRIP-19556,2025-11-29,California,Route 1,HellCat,34
TRIP-20225,2022-01-30,New York,Route 6,Volt,29
TRIP-14470,2025-03-15,New York,Route 6,Standard,25
TRIP-27275,2025-06-16,Colorado,Route 9,Mini,17
TRIP-20985,2025-03-19,New York,Route 5,Standard,40
TRIP-11969,2025-06-27,California,Route 1,Standard,42
TRIP-22595,2022-09-08,Texas,Route 3,Mini,10
TRIP-15757,2025-02-06,New York,Route 5,HellCat,49
TRIP-16294,2024-07-11,California,Route 2,Standard,18
TRIP-22115,2022-03-30,California,Route 1,Volt,34
TRIP-23605,2023-07-10,Florida,Route 7,Standard,36
TRIP-17595,2025-08-19,California,Route 2,HellCat,70
TRIP-19110,2025-07-08,New York,Route 5,Volt,57
TRIP-13249,2024-07-05,Texas,Route 3,HellCat,51
TRIP-16570,2023-04-16,Colorado,Route 9,Mini,2
TRIP-16638,2025-03-30,Florida,Route 7,Mini,19
TRIP-31726,2023-06-29,Texas,Route 3,Standard,31
TRIP-25398,2023-01-31,Maryland,Route 8,HellCat,60
TRIP-22504,2024-12-02,Colorado,Route 9,Standard,43
TRIP-10125,2024-09-07,Maryland,Route 8,HellCat,39
TRIP-26170,2023-08-25,Maryland,Route 8,Volt,59
TRIP-15370,2022-06-29,New York,Route 5,Standard,40
TRIP-11239,2023-06-28,Colorado,Route 9,Mini,15
TRIP-12289,2022-12-15,Texas,Route 3,HellCat,68
TRIP-29124,2023-04-01,New York,Route 5,Standard,39
TRIP-18467,2024-04-06,New York,Route 5,Mini,6
TRIP-30969,2023-04-29,Texas,Route 4,Mini,13
TRIP-11229,2023-06-17,Texas,Route 3,Volt,19
TRIP-19200,2023-08-31,California,Route 1,Volt,58
TRIP-16980,2024-03-24,Florida,Route 7,HellCat,36
TRIP-15178,2022-10-11,New York,Route 6,HellCat,65
TRIP-20724,2024-09-26,California,Route 1,HellCat,57
TRIP-30677,2023-03-02,New York,Route 6,Standard,37
TRIP-11058,2023-12-21,Texas,Route 4,Mini,17
TRIP-16262,2025-09-19,Maryland,Route 8,Mini,16
TRIP-25360,2025-02-28,Texas,Route 4,HellCat,71
TRIP-10281,2024-02-17,California,Route 2,HellCat,20
TRIP-24846,2024-12-09,New York,Route 6,Mini,20
TRIP-10968,2025-08-03,Texas,Route 3,HellCat,29
TRIP-26001,2023-01-19,Maryland,Route 8,HellCat,53
TRIP-30337,2022-07-14,California,Route 2,HellCat,16
TRIP-11939,2024-02-08,New York,Route 5,Standard,43
TRIP-34677,2024-01-25,Florida,Route 7,Mini,19
TRIP-27658,2022-06-30,Florida,Route 7,HellCat,45
TRIP-10619,2022-09-12,California,Route 1,HellCat,83
TRIP-28309,2025-06-14,Texas,Route 3,Mini,11
TRIP-11742,2023-09-18,Maryland,Route 8,Standard,28
TRIP-27774,2024-06-01,Colorado,Route 9,Mini,8
TRIP-28587,2022-01-25,Colorado,Route 9,Standard,50
TRIP-24135,2023-04-28,Texas,Route 3,HellCat,42
TRIP-19847,2025-11-23,New York,Route 5,Volt,58
TRIP-13568,2023-08-09,Florida,Route 7,Volt,40
TRIP-25563,2023-07-01,Colorado,Route 9,Mini,3
TRIP-16116,2024-08-29,California,Route 1,Standard,46
TRIP-34966,2022-08-06,Florida,Route 7,Mini,16
TRIP-32436,2025-11-03,Texas,Route 4,HellCat,60
TRIP-13178,2023-04-27,Texas,Route 3,Mini,15
TRIP-29576,2024-04-21,New York,Route 5,Mini,12
TRIP-19499,2023-12-03,California,Route 2,Mini,11
TRIP-16099,2025-05-11,Texas,Route 4,Mini,12
TRIP-26959,2022-05-23,Florida,Route 7,Mini,20
TRIP-20552,2022-01-11,Texas,Route 4,Standard,33
TRIP-23994,2022-12-04,New York,Route 5,HellCat,33
TRIP-33490,2023-10-20,Texas,Route 3,Mini,20
TRIP-25635,2024-02-16,Maryland,Route 8,Mini,14
TRIP-16276,2023-07-24,Maryland,Route 8,HellCat,79
TRIP-19472,2025-05-17,Colorado,Route 9,Standard,20
TRIP-33718,2023-12-10,Maryland,Route 8,Mini,7
TRIP-23149,2022-07-21,New York,Route 5,Volt,32
TRIP-21083,2025-03-18,New York,Route 5,Standard,31
TRIP-32281,2024-02-03,Maryland,Route 8,Standard,40
TRIP-15724,2023-10-11,Texas,Route 3,Standard,32
TRIP-20831,2024-02-12,Florida,Route 7,Mini,17
TRIP-26653,2024-04-22,Florida,Route 7,Mini,21
TRIP-10629,2025-04-30,Texas,Route 4,Mini,14
TRIP-21970,2022-07-12,New York,Route 6,Volt,85
TRIP-29465,2023-11-01,Maryland,Route 8,Standard,43
TRIP-29850,2025-11-08,California,Route 1,HellCat,57
TRIP-16430,2022-05-18,Maryland,Route 8,Standard,31
TRIP-13374,2023-12-05,New York,Route 5,HellCat,63
TRIP-22588,2023-08-08,California,Route 1,Volt,67
TRIP-34975,2022-11-25,New York,Route 6,Volt,72
TRIP-31927,2023-12-01,Texas,Route 4,Volt,43
TRIP-23760,2022-07-03,Texas,Route 3,Standard,21
TRIP-20238,2024-10-18,California,Route 1,Standard,67
TRIP-30740,2023-03-02,California,Route 2,HellCat,58
TRIP-12113,2022-04-14,Maryland,Route 8,Mini,23
TRIP-13216,2023-07-13,California,Route 1,HellCat,62
TRIP-23125,2024-02-05,California,Route 1,Standard,27
TRIP-13814,2025-11-10,California,Route 2,Standard,34
TRIP-18321,2022-03-28,California,Route 1,Standard,55
TRIP-13155,2024-05-11,Colorado,Route 9,Mini,13
TRIP-24296,2024-07-28,Texas,Route 4,Standard,19
TRIP-12278,2025-03-23,California,Route 1,Standard,22
TRIP-14599,2025-10-02,Florida,Route 7,HellCat,60
TRIP-10013,2025-07-03,New York,Route 5,Mini,15
TRIP-11646,2023-08-13,New York,Route 5,Standard,25
TRIP-27909,2023-11-30,Maryland,Route 8,Mini,18
TRIP-12365,2022-02-03,Texas,Route 3,HellCat,35
TRIP-14648,2024-11-01,New York,Route 6,HellCat,8
TRIP-22197,2024-01-05,Texas,Route 3,Standard,43
TRIP-10374,2023-04-18,Florida,Route 7,Mini,20
TRIP-33104,2023-07-08,Florida,Route 7,Standard,21
TRIP-32861,2025-08-08,Maryland,Route 8,Mini,15
TRIP-10525,2023-07-09,Texas,Route 4,Mini,18
TRIP-19131,2022-03-31,Florida,Route 7,Standard,48
TRIP-21561,2023-12-13,Texas,Route 4,HellCat,45
TRIP-23910,2025-06-10,Colorado,Route 9,HellCat,26
TRIP-22765,2022-06-30,California,Route 2,Standard,42
TRIP-29975,2023-01-31,California,Route 1,Standard,63
TRIP-29342,2023-05-03,New York,Route 5,Standard,39
TRIP-10529,2023-01-17,Texas,Route 3,Volt,34
TRIP-25596,2023-01-20,Maryland,Route 8,Standard,45
TRIP-30098,2025-05-16,Texas,Route 4,Mini,18
TRIP-31116,2024-04-21,Florida,Route 7,Standard,14
TRIP-19461,2024-08-29,Florida,Route 7,Mini,12
TRIP-22473,2025-04-10,Texas,Route 4,Mini,18
TRIP-27778,2023-12-12,Florida,Route 7,Volt,48
TRIP-22201,2022-04-30,California,Route 2,Mini,15
TRIP-22582,2025-06-05,Florida,Route 7,Standard,30
TRIP-21171,2022-04-19,New York,Route 5,HellCat,57
TRIP-34826,2023-06-05,Texas,Route 3,Mini,4
TRIP-22003,2023-07-23,Florida,Route 7,Mini,10
TRIP-32015,2024-04-25,California,Route 2,Standard,43
TRIP-16563,2022-11-17,California,Route 1,HellCat,66
TRIP-14703,2023-08-25,Texas,Route 3,Standard,50
TRIP-25282,2023-09-26,Maryland,Route 8,Volt,33
TRIP-28096,2023-03-09,New York,Route 5,HellCat,80
TRIP-25921,2023-07-23,New York,Route 6,Standard,39
TRIP-34697,2025-08-12,New York,Route 5,Volt,74
TRIP-10955,2022-01-24,California,Route 2,Standard,45
TRIP-16675,2022-03-02,Florida,Route 7,Mini,30
TRIP-13453,2025-08-25,Florida,Route 7,Mini,16
TRIP-22803,2023-03-25,New York,Route 5,Standard,52
TRIP-25140,2023-07-12,Texas,Route 3,Mini,22
TRIP-18595,2024-11-11,New York,Route 6,Standard,70
TRIP-12071,2024-03-02,California,Route 2,HellCat,56
TRIP-10956,2023-04-04,Texas,Route 4,HellCat,37
TRIP-26542,2023-12-28,New York,Route 6,Mini,27
TRIP-24036,2023-10-04,Texas,Route 4,Volt,78
TRIP-17005,2023-02-28,New York,Route 5,Standard,56
TRIP-10352,2024-07-28,New York,Route 5,Standard,6
TRIP-23518,2023-05-20,New York,Route 5,Mini,22
TRIP-32462,2022-03-06,New York,Route 5,Standard,30
TRIP-26309,2023-12-03,Florida,Route 7,HellCat,23
TRIP-16236,2025-05-05,New York,Route 6,HellCat,54
TRIP-22732,2023-03-18,Maryland,Route 8,Standard,7
TRIP-18946,2022-02-23,Colorado,Route 9,Mini,13
TRIP-24025,2022-01-29,Florida,Route 7,Standard,12
TRIP-33685,2025-01-09,California,Route 2,HellCat,72
TRIP-12920,2025-05-18,California,Route 1,HellCat,32
TRIP-25711,2025-12-08,Florida,Route 7,Mini,26
TRIP-14644,2023-11-03,Florida,Route 7,Mini,18
TRIP-10661,2025-01-10,California,Route 1,Standard,63
TRIP-26082,2022-10-30,California,Route 1,HellCat,44
TRIP-17057,2023-06-03,California,Route 1,HellCat,33
TRIP-20181,2023-06-20,California,Route 1,Standard,41
TRIP-30049,2025-12-04,California,Route 2,Mini,22
TRIP-26690,2025-08-15,New York,Route 5,Standard,59
TRIP-14790,2023-06-09,Florida,Route 7,Mini,14
TRIP-12356,2022-07-07,Texas,Route 3,Mini,12
TRIP-21894,2023-06-02,New York,Route 6,Standard,15
TRIP-28311,2025-04-02,Colorado,Route 9,Standard,30
TRIP-34573,2023-02-20,New York,Route 5,Standard,70
TRIP-29811,2023-11-17,California,Route 1,HellCat,93
TRIP-30022,2023-05-16,Texas,Route 3,Standard,56
TRIP-27650,2025-01-31,New York,Route 6,HellCat,99
TRIP-23612,2022-12-15,Florida,Route 7,HellCat,68
TRIP-11560,2025-06-26,Texas,Route 3,Mini,16
TRIP-21787,2024-11-09,Texas,Route 3,Mini,9
TRIP-20326,2025-03-28,Maryland,Route 8,HellCat,84
TRIP-17179,2022-06-12,New York,Route 6,Mini,13
TRIP-25349,2023-03-29,California,Route 1,HellCat,68
TRIP-25313,2025-10-21,Florida,Route 7,Mini,23
TRIP-23258,2022-03-27,New York,Route 5,HellCat,20
TRIP-14109,2025-11-16,Texas,Route 3,Mini,14
TRIP-31288,2025-07-16,California,Route 1,Standard,53
TRIP-10514,2025-05-20,New York,Route 6,Volt,44
TRIP-10894,2022-04-22,Texas,Route 4,Standard,40
TRIP-18601,2022-02-27,Maryland,Route 8,Standard,3
TRIP-26405,2023-02-02,California,Route 2,Mini,28
TRIP-34929,2022-11-05,California,Route 1,Standard,36
TRIP-10899,2025-10-14,Maryland,Route 8,Standard,30
TRIP-10207,2025-07-22,Texas,Route 4,HellCat,32
TRIP-33719,2024-09-17,Colorado,Route 9,Standard,47
TRIP-10458,2024-05-21,Florida,Route 7,HellCat,53
TRIP-12430,2024-10-02,Colorado,Route 9,Standard,45
TRIP-23629,2025-05-16,Texas,Route 4,Mini,19
TRIP-13389,2024-01-20,Maryland,Route 8,Standard,11
TRIP-13911,2024-10-16,California,Route 1,Mini,19
TRIP-31767,2024-01-10,California,Route 1,Standard,37
TRIP-10552,2024-08-28,Texas,Route 3,Mini,14
TRIP-29528,2024-12-30,New York,Route 5,Mini,15
TRIP-16917,2025-05-15,Texas,Route 3,Mini,18
TRIP-28440,2023-07-13,California,Route 1,Standard,29
TRIP-11925,2023-07-03,Florida,Route 7,Standard,32
TRIP-27018,2023-10-22,Maryland,Route 8,Mini,11
TRIP-16082,2023-01-01,New York,Route 6,HellCat,34
TRIP-34102,2023-08-19,California,Route 1,Standard,9
TRIP-28279,2023-03-07,New York,Route 5,Volt,31
TRIP-33207,2024-02-17,Texas,Route 4,HellCat,38
TRIP-10105,2024-02-17,Florida,Route 7,HellCat,25
TRIP-13041,2022-12-05,New York,Route 6,Standard,47
TRIP-26369,2024-01-31,New York,Route 5,Mini,20
TRIP-20361,2023-09-01,California,Route 1,Standard,37
TRIP-28093,2024-02-26,New York,Route 6,Standard,51
TRIP-10089,2022-10-09,Colorado,Route 9,Standard,32
TRIP-25525,2022-12-26,New York,Route 5,Standard,40
TRIP-20433,2024-10-01,Maryland,Route 8,Mini,27
TRIP-29558,2022-03-07,New York,Route 5,HellCat,97
TRIP-27301,2024-05-16,Florida,Route 7,Volt,50
TRIP-24451,2025-10-18,Florida,Route 7,Mini,10
TRIP-28333,2024-03-17,California,Route 2,Mini,6
TRIP-22236,2023-05-30,California,Route 2,HellCat,51
TRIP-24056,2025-01-11,Texas,Route 3,Volt,38
TRIP-16368,2024-10-14,Maryland,Route 8,Standard,50
TRIP-26385,2025-07-22,California,Route 1,Standard,18
TRIP-32431,2022-08-03,Texas,Route 3,Volt,54
TRIP-19127,2022-10-28,Colorado,Route 9,Mini,19
TRIP-18905,2024-11-23,California,Route 2,Standard,48
TRIP-12720,2023-03-21,New York,Route 5,HellCat,63
TRIP-26019,2022-01-13,New York,Route 5,Standard,63
TRIP-23621,2023-06-11,Colorado,Route 9,HellCat,25
TRIP-18783,2025-09-11,California,Route 1,Volt,55
TRIP-25822,2025-04-09,New York,Route 6,Standard,34
TRIP-34769,2023-11-06,New York,Route 5,Standard,37
TRIP-29501,2024-12-17,Texas,Route 3,Standard,43
TRIP-34344,2025-04-03,Texas,Route 3,Mini,15
TRIP-20640,2023-05-28,Texas,Route 4,Volt,18
TRIP-19768,2023-08-18,California,Route 1,Standard,69
TRIP-23399,2022-01-07,California,Route 1,Standard,22
TRIP-13762,2022-02-04,California,Route 1,Mini,24
TRIP-10213,2024-10-27,Florida,Route 7,Mini,15
TRIP-27162,2023-09-07,Florida,Route 7,HellCat,37
TRIP-29880,2025-08-05,New York,Route 5,HellCat,92
TRIP-33505,2024-08-26,New York,Route 5,Standard,24
TRIP-28427,2022-04-18,California,Route 1,Mini,21
TRIP-18920,2024-05-26,Maryland,Route 8,Mini,6
TRIP-31804,2022-12-18,New York,Route 5,Standard,20
TRIP-16154,2025-09-20,Florida,Route 7,Mini,10
TRIP-18357,2022-05-01,New York,Route 6,HellCat,35
TRIP-27773,2023-07-14,Texas,Route 3,Mini,27
TRIP-14167,2022-12-03,Florida,Route 7,Mini,13
TRIP-30172,2024-03-31,Texas,Route 4,HellCat,48
TRIP-26967,2024-01-26,New York,Route 5,Standard,53
TRIP-34894,2023-06-22,California,Route 1,HellCat,50
TRIP-34980,2024-09-04,California,Route 2,Standard,31
TRIP-26500,2024-03-12,New York,Route 5,Standard,57
TRIP-33028,2022-03-19,Colorado,Route 9,HellCat,54
TRIP-15109,2022-11-26,California,Route 1,Standard,34
TRIP-34715,2025-05-24,California,Route 1,HellCat,20
TRIP-33691,2025-12-23,Florida,Route 7,Standard,54
TRIP-18712,2023-02-11,Colorado,Route 9,Volt,3
TRIP-11763,2024-07-12,Maryland,Route 8,Standard,15
TRIP-28259,2025-12-16,Maryland,Route 8,Standard,60
TRIP-23547,2022-01-17,Florida,Route 7,Standard,29
TRIP-21536,2022-09-08,Maryland,Route 8,Mini,22
